stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
101708,1210,Piste E,,65.311354,25.580164,4,,0,,Europe/Helsinki
171801,2411,Vesalantie P,,64.971585,25.490763,2,,0,,Europe/Helsinki
101723,1120,Koivuranta P,,65.332683,25.671438,5,,0,,Europe/Helsinki
148015,3057,Puronkari E,,64.773684,25.644853,4,,0,,Europe/Helsinki
120374,1594,Seelannintie E,,65.09893,25.419363,2,,0,,Europe/Helsinki
120974,2342,Jättikivenkatu E,,64.981835,25.569617,2,,0,,Europe/Helsinki
150228,2649,Vasankangas E,,64.923993,25.760244,3,,0,,Europe/Helsinki
120922,2281,Nuolihaukka E,,64.99127,25.526024,2,,0,,Europe/Helsinki
187982,1852,Putaala P,,65.043108,25.685997,3,,0,,Europe/Helsinki
191213,2731,Toivanen P,,64.902819,25.840034,3,,0,,Europe/Helsinki
169646,2518,Emopolku P,,64.954612,25.529437,2,,0,,Europe/Helsinki
101713,1217,Mettovaaran puutarha P,,65.309179,25.606686,4,,0,,Europe/Helsinki
148476,1538,Häli P,,65.127179,25.350064,3,,0,,Europe/Helsinki
190226,2417,Mustaniemi E,,64.972284,25.265315,3,,0,,Europe/Helsinki
187990,1648,Leppiojantie E,,65.087865,25.408001,2,,0,,Europe/Helsinki
120675,1964,Mittamiehentie E,,65.032708,25.464468,2,,0,,Europe/Helsinki
188520,1296,Verstasmutka E,,65.209029,25.321245,3,,0,,Europe/Helsinki
189724,2721,Hepo-oja E,,64.906678,25.833361,3,,0,,Europe/Helsinki
120660,1945,Sirppitie E,,65.03313900000002,25.481235,2,,0,,Europe/Helsinki
120318,1529,Sammaloja P,,65.125018,25.755352,3,,0,,Europe/Helsinki
164185,3118,Toppilansaarentie E,,65.032492,25.42818,2,,0,,Europe/Helsinki
189732,2877,Huovila E,,64.83885100000002,25.929822,4,,0,,Europe/Helsinki
171799,2423,Oulunlahden koulu P,,64.968469,25.494857,2,,0,,Europe/Helsinki
120873,2211,Rantasaarela P,,64.99788100000002,25.573042,2,,0,,Europe/Helsinki
101715,1208,Jakkukylä P,,65.309968,25.618271,4,,0,,Europe/Helsinki
307153,3293,Hallituskatu P,,65.011747,25.478864,1,,0,,Europe/Helsinki
148187,2797,Mettäperäntie E,,64.875562,25.879257,4,,0,,Europe/Helsinki
120566,1794,Palloiluhalli E,,65.05565900000002,25.474428,2,,0,,Europe/Helsinki
120775,2084,Lävistäjä E,,65.013311,25.479328,2,,0,,Europe/Helsinki
187927,2924,Taarinkuja P,,64.832542,25.217233,4,,0,,Europe/Helsinki
153145,3021,Sunilantie P,,64.808764,25.404913,4,,0,,Europe/Helsinki
148248,2138,Riihipirtintie E,,65.004463,25.720255,3,,0,,Europe/Helsinki
101525,1476,Hekkalansaarentie P,,65.141407,25.354104,3,,0,,Europe/Helsinki
98760,2881,Rönköntie P,,64.837424,25.908785,4,,0,,Europe/Helsinki
101579,2608,Hakamaa P,,64.935109,25.512296,3,,0,,Europe/Helsinki
120886,2229,Knuutilanranta P,,64.995869,25.558776,2,,0,,Europe/Helsinki
120931,2292,Jalohaukka E,,64.988012,25.517641,2,,0,,Europe/Helsinki
97715,1221,Shell Ii E,,65.30819700000002,25.374223,4,,0,,Europe/Helsinki
150054,2796,Pyykönmutka P,,64.879525,25.579579,3,,0,,Europe/Helsinki
190427,3337,Zeppelinin ramppi P,,64.904454,25.536684,3,,0,,Europe/Helsinki
120641,1917,Tupasvillatie P,,65.036743,25.573916,2,,0,,Europe/Helsinki
120842,2178,OYS asunnot P,,65.00280100000002,25.527169,2,,0,,Europe/Helsinki
231893,2887,Ritolantie E,,64.833984,25.942952,4,,0,,Europe/Helsinki
101673,1071,Yli-Iin vanhainkoti P,,65.362566,25.821988,5,,0,,Europe/Helsinki
120883,2221,Karjasillan kirkko P,,64.997792,25.490005,2,,0,,Europe/Helsinki
25888,2086,Franzen E,,65.01501500000002,25.473143,2,,0,,Europe/Helsinki
120559,1787,Rakentajantie E,,65.056905,25.458591,2,,0,,Europe/Helsinki
184164,3225,Myllytulli E,,65.016804,25.489376,1,,0,,Europe/Helsinki
121094,2487,Kaakkurinojantie E,,64.960353,25.541274,2,,0,,Europe/Helsinki
184457,1584,Koiteli P,,65.099885,25.811983,3,,0,,Europe/Helsinki
189735,2259,Sorvo P,,64.98752500000002,25.891755,4,,0,,Europe/Helsinki
148453,1328,Siikasaari P,,65.195581,25.347131,3,,0,,Europe/Helsinki
184251,1214,Paasonperä E,,65.311369,25.481398,4,,0,,Europe/Helsinki
120874,2212,Kotkantie P,,64.99805600000002,25.51365,2,,0,,Europe/Helsinki
231891,2538,Paaso E,,64.946697,25.736703,3,,0,,Europe/Helsinki
307199,3308,Saalistajantie E,,65.08958333,25.44471111,2,,0,,Europe/Helsinki
181288,3271,Kuovintie E,,64.942219,25.372732,3,,0,,Europe/Helsinki
307158,4004,Kuntolenkki P,,64.9959453448382,25.60323295909788,2,,0,,Europe/Helsinki
98699,2194,Huuhkajapuisto E,,65.001672,25.515506,2,,0,,Europe/Helsinki
150268,1467,Hautakangas E,,65.139815,25.629299,3,,0,,Europe/Helsinki
150038,3013,Pajutie P,,64.808243,25.445427,4,,0,,Europe/Helsinki
101058,2718,Tiilitie E,,64.912149,25.499515,3,,0,,Europe/Helsinki
307139,2239,Tyrnäväntie E,,64.996054,25.458278,1,,0,,Europe/Helsinki
120865,2203,Svaanintie P,,64.99997500000002,25.532647,2,,0,,Europe/Helsinki
187981,3287,Rasilantie E 2,,65.043902,25.681499,3,,0,,Europe/Helsinki
150081,2917,Huovinen E,,64.829911,25.679379,4,,0,,Europe/Helsinki
120120,1324,Haukiputaan ammattikoulu P,,65.1946,25.410883,4,,0,,Europe/Helsinki
307171,10001,Toripakka E City,,65.013311,25.469613,1,,0,,Europe/Helsinki
101680,1054,Yli-Iin keskusta P,,65.37318,25.844261,5,,0,,Europe/Helsinki
150224,2605,Väinölä P,,64.931917,25.747782,3,,0,,Europe/Helsinki
150266,1487,Sipolanpisto E,,65.134453,25.623652,3,,0,,Europe/Helsinki
184238,1123,Manninen E,,65.330493,25.691813,5,,0,,Europe/Helsinki
148019,3066,Tyrnävän yläaste E,,64.765963,25.650159,4,,0,,Europe/Helsinki
101307,2449,Oulu th E,,64.956411,26.014206,4,,0,,Europe/Helsinki
169654,2583,Teeritie E,,64.941136,25.371296,3,,0,,Europe/Helsinki
101519,1440,Annalankangas P,,65.161517,25.347994,3,,0,,Europe/Helsinki
101496,1260,Saanionpolku E,,65.250413,25.352735,3,,0,,Europe/Helsinki
188710,3329,Susitie P,,65.033137,25.474909,2,,0,,Europe/Helsinki
121324,2872,Pikkarala th E,,64.844741,25.651439,4,,0,,Europe/Helsinki
184453,2307,Äimärautio E,,64.985259,25.475921,2,,0,,Europe/Helsinki
101293,1912,Ukonkangas P,,65.030124,26.11345,4,,0,,Europe/Helsinki
120950,2317,Kurrenkuja P,,64.984461,25.515126,2,,0,,Europe/Helsinki
120404,1626,Havutie E,,65.087268,25.710492,3,,0,,Europe/Helsinki
120798,2111,Hellaakoski E,,65.010036,25.472218,2,,0,,Europe/Helsinki
14038,9011,Halme P,,65.091619,25.826116,3,,0,,Europe/Helsinki
169659,3095,Peuraniemi P,,64.831204,25.687574,4,,0,,Europe/Helsinki
101275,1914,Hautasuo th P,,65.03114600000002,25.969261,4,,0,,Europe/Helsinki
148120,2506,Turkantie E,,64.95425,25.716621,3,,0,,Europe/Helsinki
307167,3109,Tuulipurto E,,64.83999300000002,25.6741,4,,0,,Europe/Helsinki
120214,1419,Hukantie E,,65.173604,25.349055,3,,0,,Europe/Helsinki
98740,2777,Viskaali th P,,64.88583,25.833295,4,,0,,Europe/Helsinki
101226,3074,Keskikyläntie P,,64.762908,25.633919,4,,0,,Europe/Helsinki
101283,1900,Wathen E,,65.032134,26.02288,4,,0,,Europe/Helsinki
101699,1140,Ylirannan koulu E,,65.324292,25.483637,4,,0,,Europe/Helsinki
120958,2325,Metsärinne P,,64.981903,25.58239,2,,0,,Europe/Helsinki
120659,1944,Huonesuonpuisto P,,65.03371300000002,25.563846,2,,0,,Europe/Helsinki
120850,2188,Lämsänjärventie P,,65.000899,25.552908,2,,0,,Europe/Helsinki
183978,3185,Otsonkuja P,,64.979773,25.518225,2,,0,,Europe/Helsinki
120615,1865,Ruoritie E,,65.044657,25.438464,2,,0,,Europe/Helsinki
307138,2565,Pitkämäki P,,64.94355055893558,25.38474039882766,3,,0,,Europe/Helsinki
101309,2308,Seluska E,,64.9787,26.04379,4,,0,,Europe/Helsinki
120795,2108,OYS E,,65.0108,25.518753,2,,0,,Europe/Helsinki
98707,2388,Heikkilänkankaan th E,,64.970911,25.613596,2,,0,,Europe/Helsinki
120713,2013,Merikosken tasku E,,65.024726,25.469128,2,,0,,Europe/Helsinki
164369,3107,Rantakukantie P,,65.071566,25.454385,2,,0,,Europe/Helsinki
152634,1163,Iin keskusta E,,65.32282,25.377549,4,,0,,Europe/Helsinki
150259,1702,Oinaantie P,,65.070644,25.524846,2,,0,,Europe/Helsinki
189729,2804,Laivurintie E,,64.87035,25.887555,4,,0,,Europe/Helsinki
152655,1185,Laakso P,,65.316495,25.373389,4,,0,,Europe/Helsinki
120592,1825,Solmutie P,,65.048575,25.452042,2,,0,,Europe/Helsinki
97672,3055,Marttila E,,64.776168,25.548052,4,,0,,Europe/Helsinki
121248,2696,Kuunsilta P,,64.914446,25.559493,3,,0,,Europe/Helsinki
190183,3155,Aumaharju E,,65.02931,26.01354,4,,0,,Europe/Helsinki
148218,2906,Hartikka E,,64.82802700000002,25.974887,4,,0,,Europe/Helsinki
147973,2652,Ollila th E,,64.92615600000002,25.50609,3,,0,,Europe/Helsinki
101640,1508,Hakosuvanto E,,65.129265,25.713228,3,,0,,Europe/Helsinki
120685,1980,Vaakunakylä P,,65.029671,25.441485,2,,0,,Europe/Helsinki
101558,3223,Tulliväylä E,,65.015021,25.488671,1,,0,,Europe/Helsinki
101731,1098,Karjalankylä E,,65.339221,25.70742,5,,0,,Europe/Helsinki
120529,1755,Elektroniikkatie 7E,,65.063823,25.437916,2,,0,,Europe/Helsinki
101317,1970,Murtomaa P,,65.02067700000002,26.11773,4,,0,,Europe/Helsinki
184172,3217,Valkealinna,,65.012835,25.474879,1,,0,,Europe/Helsinki
101506,1305,Kuivalanperäntie E,,65.203153,25.362682,3,,0,,Europe/Helsinki
121535,2009,Kalliola E,,65.02523100000002,25.487032,2,,0,,Europe/Helsinki
120508,1734,Kerttulanpuisto E,,65.064968,25.506095,2,,0,,Europe/Helsinki
189254,3331,Ilmarinkatu E,,65.00142200000002,25.468554,1,,0,,Europe/Helsinki
121326,2878,Murron koulu P,,64.841903,25.670044,4,,0,,Europe/Helsinki
101660,1571,Sinkontie E,,65.11004,25.809699,3,,0,,Europe/Helsinki
120294,1499,Ukkola P,,65.129251,25.785853,3,,0,,Europe/Helsinki
97724,1113,Sarkkinen P,,65.33987,25.368058,4,,0,,Europe/Helsinki
148445,1325,Tuohilaakso P,,65.194503,25.37411,3,,0,,Europe/Helsinki
101607,1373,Saarijärvi P,,65.180488,25.535218,4,,0,,Europe/Helsinki
187997,1150,Myllytörmä E,,65.32229700000002,25.456775,4,,0,,Europe/Helsinki
307157,4007,Suojuoksuntie E,,64.99750556,25.59729722,2,,0,,Europe/Helsinki
190069,3124,Haapamaantie P,,64.89519,25.545277,3,,0,,Europe/Helsinki
147975,2666,Savikorpi P,,64.92321200000002,25.496994,3,,0,,Europe/Helsinki
148115,2494,Heikinniementie E,,64.956428,25.710209,3,,0,,Europe/Helsinki
307159,4005,Kuntolenkki E,,64.9957113929004,25.60320220875516,2,,0,,Europe/Helsinki
101615,1394,Kiimingin kunnanraja P,,65.174056,25.585767,4,,0,,Europe/Helsinki
98705,2372,Juurus th E,,64.97316600000002,25.600474,2,,0,,Europe/Helsinki
101688,1177,Iin terveyskeskus P,,65.31923500000002,25.408156,4,,0,,Europe/Helsinki
120434,1658,Honkapirtti P,,65.084397,25.401593,2,,0,,Europe/Helsinki
97680,3034,Huhta E,,64.796272,25.527023,4,,0,,Europe/Helsinki
231166,2165,Raksilan urheilukeskus P,,65.005815,25.49566,2,,0,,Europe/Helsinki
152421,3125,Kinnarinpalo P,,64.892882,25.557038,3,,0,,Europe/Helsinki
101533,1556,Hietalanmäki P,,65.119458,25.375036,3,,0,,Europe/Helsinki
101703,1137,Tiri P,,65.325065,25.508061,4,,0,,Europe/Helsinki
148094,2261,Markkuu P,,64.990712,25.604262,2,,0,,Europe/Helsinki
307149,2685,Haukkakaarto P,,64.91837013361328,25.55706400808505,3,,0,,Europe/Helsinki
189252,3290,Alasintie E,,64.998807,25.467241,1,,0,,Europe/Helsinki
101089,2336,Hirvonen P,,64.985875,25.262909,3,,0,,Europe/Helsinki
120809,2126,Linja-autoasema P,,65.008839,25.484227,2,,0,,Europe/Helsinki
120707,2006,Laamannintie E,,65.02371,25.513348,2,,0,,Europe/Helsinki
97670,3060,Ketunmaan th E,,64.772588,25.548013,4,,0,,Europe/Helsinki
120648,1924,Varsitie E,,65.038099,25.465283,2,,0,,Europe/Helsinki
150042,3018,Kuormatie E,,64.808359,25.423253,4,,0,,Europe/Helsinki
148192,2809,Rahko P,,64.86528800000002,25.895674,4,,0,,Europe/Helsinki
120710,2011,Myllytie E,,65.025272,25.476886,2,,0,,Europe/Helsinki
150067,2843,Heikkinen E,,64.856068,25.617869,3,,0,,Europe/Helsinki
148257,2115,Kyhälä P,,65.004829,25.831709,3,,0,,Europe/Helsinki
183967,3180,Savotta-aukio P,,64.944861,25.572923,2,,0,,Europe/Helsinki
148222,2879,Koskela E,,64.835563,26.001359,4,,0,,Europe/Helsinki
101503,1281,Taatanperän th P,,65.216599,25.36991,3,,0,,Europe/Helsinki
97687,1368,Jokela P,,65.182876,25.500822,4,,0,,Europe/Helsinki
101628,1447,Toivola E,,65.146254,25.66186,3,,0,,Europe/Helsinki
120578,1811,Ruotutie P,,65.05151600000002,25.602229,2,,0,,Europe/Helsinki
120317,1528,Sammaloja E,,65.125016,25.755118,3,,0,,Europe/Helsinki
120531,1757,Elektroniikkatie 6P,,65.062155,25.4388,2,,0,,Europe/Helsinki
307190,3320,Ritakierros P,,65.08387500000002,25.453825,2,,0,,Europe/Helsinki
101559,3224,Tulliväylä P,,65.013538,25.486634,1,,0,,Europe/Helsinki
150166,2529,Maksakuja P,,64.954561,25.38572,3,,0,,Europe/Helsinki
120672,1961,Oravitie,,65.031682,25.470322,2,,0,,Europe/Helsinki
190076,2938,Temmesjoki P,,64.82483000000002,25.453065,4,,0,,Europe/Helsinki
189665,2918,Takalantie P,,64.822964,26.044284,4,,0,,Europe/Helsinki
101727,1108,Alatalo P,,65.335928,25.690598,5,,0,,Europe/Helsinki
171263,1250,Sorosenperän th E,,65.288387,25.372443,4,,0,,Europe/Helsinki
150193,2735,Köykkyrintie E,,64.906126,25.54534,3,,0,,Europe/Helsinki
150377,1167,Iin virastotalo E,,65.322835,25.369006,4,,0,,Europe/Helsinki
150090,3000,Tulilanton th P,,64.806383,25.707242,4,,0,,Europe/Helsinki
148059,2886,Jurvakainen P,,64.83237,26.059203,4,,0,,Europe/Helsinki
189532,2971,Kellotie P,,64.80985200000002,25.983872,4,,0,,Europe/Helsinki
120421,1643,Risuniitynkuja P,,65.08904200000002,25.41912,2,,0,,Europe/Helsinki
101277,1941,Rokkarannantie P,,65.028646,25.977422,4,,0,,Europe/Helsinki
190335,2982,Parras th E,,64.813423,25.487492,4,,0,,Europe/Helsinki
98746,2806,Rova  P,,64.869828,25.867154,4,,0,,Europe/Helsinki
120642,1918,Tupasvillatie E,,65.036388,25.572385,2,,0,,Europe/Helsinki
120689,1983,Karttatie P,,65.02613,25.546851,2,,0,,Europe/Helsinki
121013,2395,Lumijärventie P,,64.973233,25.508314,2,,0,,Europe/Helsinki
186032,3314,Urpiaisentie P2,,65.07076600000002,25.519907,2,,0,,Europe/Helsinki
101087,2348,Pajuniemi P,,64.983183,25.269059,3,,0,,Europe/Helsinki
101013,2945,Letontie P,,64.823653,25.259846,4,,0,,Europe/Helsinki
153144,3022,Sunilantie E,,64.8085,25.402887,4,,0,,Europe/Helsinki
120911,2264,Nuolihaukka P,,64.991713,25.525448,2,,0,,Europe/Helsinki
307137,2692,Koulutie,,64.917745,25.477551,3,,0,,Europe/Helsinki
148062,2859,Leppiniemi E,,64.84355,26.042752,4,,0,,Europe/Helsinki
120560,1788,Rakentajantie P,,65.05698,25.458863,2,,0,,Europe/Helsinki
101539,1586,Oravaisenkuja P,,65.10411000000002,25.399409,2,,0,,Europe/Helsinki
184147,3242,Ouluhalli E,,65.00727000000002,25.500911,1,,0,,Europe/Helsinki
150095,3044,Korkala E,,64.786517,25.693449,4,,0,,Europe/Helsinki
188499,1932,Porotie E,,65.034109,25.540791,2,,0,,Europe/Helsinki
120422,1644,Risuniitynkuja E,,65.089112,25.419031,2,,0,,Europe/Helsinki
150231,2681,Pikkarala P,,64.914411,25.765442,3,,0,,Europe/Helsinki
101697,1148,Pakanen E,,65.323609,25.471958,4,,0,,Europe/Helsinki
150194,2734,Köykkyrintie P,,64.90668,25.545056,3,,0,,Europe/Helsinki
189721,2653,Pukkilantie P,,64.920597,25.811322,3,,0,,Europe/Helsinki
101672,1070,Yli-Iin vanhainkoti E,,65.36241200000002,25.821759,5,,0,,Europe/Helsinki
171362,2761,Leppäojantie P,,64.897808,25.52148,3,,0,,Europe/Helsinki
150076,2883,Murto P,,64.840389,25.663333,4,,0,,Europe/Helsinki
171361,2762,Leppäojantie E,,64.896691,25.521013,3,,0,,Europe/Helsinki
184246,1204,Mökkiperä P,,65.313299,25.462,4,,0,,Europe/Helsinki
184454,1263,Luukela P,,65.234105,25.360768,3,,0,,Europe/Helsinki
184175,3214,Rotuaarinaukio,,65.012439,25.472102,1,,0,,Europe/Helsinki
189256,3333,Ylikylä P,,64.895338,25.554442,3,,0,,Europe/Helsinki
101229,3068,Tyrnävän kirkko E,,64.764962,25.656535,4,,0,,Europe/Helsinki
120567,1795,Palloiluhalli P,,65.055785,25.474421,2,,0,,Europe/Helsinki
148252,2135,Laukkala E,,65.004032,25.745572,3,,0,,Europe/Helsinki
120826,2155,Heinätorin puisto P,,65.007792,25.461636,2,,0,,Europe/Helsinki
189669,2545,Kaitajärvi P,,64.944804,25.740833,3,,0,,Europe/Helsinki
152759,1840,Polvisuontie E,,65.044856,25.648619,2,,0,,Europe/Helsinki
120358,1576,Lappotie E,,65.112915,25.33549,3,,0,,Europe/Helsinki
188503,1886,Korvensuoran koulu E,,65.04189700000002,25.565996,2,,0,,Europe/Helsinki
98756,2856,Riihikyläntie P,,64.848565,25.89908,4,,0,,Europe/Helsinki
101720,1128,Viitakangas E,,65.328897,25.65817,5,,0,,Europe/Helsinki
150366,1302,Vahtola P2,,65.207788,25.330598,3,,0,,Europe/Helsinki
152855,2275,Pöytäkangas E,,64.985151,25.921538,4,,0,,Europe/Helsinki
121162,2576,Raitakuja P,,64.942536,25.389575,3,,0,,Europe/Helsinki
187710,3099,Ammustie P,,65.19303600000002,25.416487,4,,0,,Europe/Helsinki
120564,1792,Johdinkuja E,,65.054118,25.597418,2,,0,,Europe/Helsinki
169658,3094,Peuraniemi E,,64.830963,25.687692,4,,0,,Europe/Helsinki
120787,2099,Raksila E,,65.011776,25.489873,2,,0,,Europe/Helsinki
120723,2027,Nokkalantie E,,65.023575,25.505206,2,,0,,Europe/Helsinki
148245,2172,Vainionmutka E,,65.001893,25.705197,3,,0,,Europe/Helsinki
101522,1443,Hookana E,,65.154798,25.35048,3,,0,,Europe/Helsinki
101742,1074,Keskikylä E,,65.35925,25.78049,5,,0,,Europe/Helsinki
120768,2076,Autoheikki P,,65.016001,25.479175,2,,0,,Europe/Helsinki
97676,3045,Riikola E,,64.78751800000002,25.542625,4,,0,,Europe/Helsinki
101622,1441,Hurunmäki E,,65.154118,25.618986,3,,0,,Europe/Helsinki
500102,10005,Kontinkangas piha,,65.01029200000002,25.514154,1,,0,,Europe/Helsinki
152768,1854,Pääkankaantie E,,65.0422,25.665551,3,,0,,Europe/Helsinki
98501,1597,Jääli th P,,65.094678,25.682666,3,,0,,Europe/Helsinki
187999,1134,Marion P,,65.326399,25.519683,4,,0,,Europe/Helsinki
120350,1567,Uhanperä P,,65.115236,25.344182,3,,0,,Europe/Helsinki
184260,3212,Aalto P,,65.30179200000002,25.699584,5,,0,,Europe/Helsinki
98745,2801,Laitasaari koulu E,,64.872936,25.860672,4,,0,,Europe/Helsinki
148053,2905,Pohjolantie E,,64.826441,26.046646,4,,0,,Europe/Helsinki
120877,2214,Kultatie E,,64.99765600000002,25.512252,2,,0,,Europe/Helsinki
120621,1871,Rannanperä P,,65.042489,25.581891,2,,0,,Europe/Helsinki
97706,1255,Hätälä P,,65.269741,25.362947,4,,0,,Europe/Helsinki
120719,2022,Parkkisenkangas P,,65.022832,25.54164,2,,0,,Europe/Helsinki
120780,2092,Laita P,,65.010877,25.554998,2,,0,,Europe/Helsinki
152751,1805,Puuperäntie P,,65.051633,25.627437,2,,0,,Europe/Helsinki
120699,1996,Vellamontie P,,65.027484,25.421194,2,,0,,Europe/Helsinki
307150,2686,Haukkakaarto E,,64.919172,25.555766,3,,0,,Europe/Helsinki
152658,1188,Siikatie E,,65.31771500000002,25.35516,4,,0,,Europe/Helsinki
120862,2200,Kollaanpuisto P,,65.001858,25.48051,2,,0,,Europe/Helsinki
101570,2521,Lentokentän th E,,64.95517,25.505192,2,,0,,Europe/Helsinki
120490,1716,Saikkosentie E,,65.071152,25.482322,2,,0,,Europe/Helsinki
120914,2267,Tavitie P,,64.992932,25.490258,2,,0,,Europe/Helsinki
98720,2569,Määtäntie E,,64.940352,25.697762,3,,0,,Europe/Helsinki
148135,2568,Ohrasenoja E,,64.938867,25.765776,3,,0,,Europe/Helsinki
148018,3065,Tyrnävän yläaste P,,64.766632,25.649768,4,,0,,Europe/Helsinki
148153,2654,Pukkilantie E,,64.920233,25.811867,3,,0,,Europe/Helsinki
101620,1435,Nurmiojantie E,,65.160403,25.601126,3,,0,,Europe/Helsinki
120924,2283,Vesaisentie E,,64.990546,25.490329,2,,0,,Europe/Helsinki
188509,1818,Alavantie E,,65.048474,25.586861,2,,0,,Europe/Helsinki
121195,2619,Riisikuja P,,64.933497,25.401624,3,,0,,Europe/Helsinki
150155,2590,Oulunsalo ry E,,64.938552,25.397853,3,,0,,Europe/Helsinki
187928,2922,Vesankuja E,,64.83075,25.233281,4,,0,,Europe/Helsinki
185803,3302,Länsituulen koulu,,65.17789500000002,25.337112,3,,0,,Europe/Helsinki
190182,3339,Kunnankuja P,,64.763032,25.649464,4,,0,,Europe/Helsinki
101665,1833,Kiiminki th P2,,65.042248,25.869481,3,,0,,Europe/Helsinki
101581,2635,Sohjanantie P,,64.92885200000002,25.511924,3,,0,,Europe/Helsinki
150088,2972,Ojakylä P,,64.812185,25.710037,4,,0,,Europe/Helsinki
307209,1956,Loimukoivunpuisto P,,65.0318533289066,25.56058629664307,2,,0,,Europe/Helsinki
150391,1235,Kaisto E (EP),,65.297598,25.626208,4,,0,,Europe/Helsinki
101726,1114,Alatalo E,,65.335323,25.689168,5,,0,,Europe/Helsinki
98736,2747,Hangas th E,,64.900115,25.798795,3,,0,,Europe/Helsinki
120620,1870,Rannanperä E,,65.042541,25.581697,2,,0,,Europe/Helsinki
101527,1511,Isohätälä P,,65.133389,25.357584,3,,0,,Europe/Helsinki
121506,1907,Lämpövoimala P,,65.038878,25.442603,2,,0,,Europe/Helsinki
190222,2561,Lassila E,,64.945394,25.399158,3,,0,,Europe/Helsinki
120746,2051,Metsola E,,65.019425,25.534591,2,,0,,Europe/Helsinki
97713,1236,Liedes E,,65.30107700000002,25.374512,4,,0,,Europe/Helsinki
101512,1379,Niemeläntörmä E,,65.182277,25.358677,3,,0,,Europe/Helsinki
101642,1483,Honkimäentie P,,65.13277600000002,25.743356,3,,0,,Europe/Helsinki
150217,2596,Ratsastuskoulu P,,64.934786,25.719033,3,,0,,Europe/Helsinki
14048,9019,Mökkitie P,,65.048424,25.866522,3,,0,,Europe/Helsinki
148102,2405,Korhosenkuja P,,64.96961,25.65282,2,,0,,Europe/Helsinki
148215,2898,Hartikka P,,64.828296,25.970959,4,,0,,Europe/Helsinki
121067,2459,Kuukkelipolku P,,64.963812,25.549153,2,,0,,Europe/Helsinki
120666,1955,Tokkatie E,,65.030683,25.552929,2,,0,,Europe/Helsinki
120692,1989,Valtatie E,,65.026793,25.465084,2,,0,,Europe/Helsinki
101515,1424,Revontie P,,65.172083,25.350238,3,,0,,Europe/Helsinki
148082,2021,Haapalehto E,,65.022592,25.54925,2,,0,,Europe/Helsinki
121272,2724,Kokkokaarto E,,64.90982,25.547845,3,,0,,Europe/Helsinki
189658,3279,Jukurintie P,,64.852688,25.53467,4,,0,,Europe/Helsinki
120894,2237,Limingantulli P,,64.99718300000002,25.464621,2,,0,,Europe/Helsinki
184167,3222,Matkakeskus P,,65.011527,25.483842,1,,0,,Europe/Helsinki
98771,2935,Korivaaran koulu P,,64.820681,25.95693,4,,0,,Europe/Helsinki
98738,2766,Oulun ja Muhoksen raja E,,64.89190000000002,25.80915,4,,0,,Europe/Helsinki
184153,3236,Raksilan marketit E,,65.010198,25.488201,1,,0,,Europe/Helsinki
187709,3100,Ammustie E,,65.19289000000002,25.417136,4,,0,,Europe/Helsinki
98714,2510,Madekosken th E,,64.954138,25.663016,3,,0,,Europe/Helsinki
97709,1252,Praavan th E,,65.281363,25.368354,4,,0,,Europe/Helsinki
120737,2042,Toivoniemi P,,65.02227000000002,25.468463,2,,0,,Europe/Helsinki
307162,4001,Sarvisuontie E,,64.99873056,25.61616667,2,,0,,Europe/Helsinki
120712,2012,Merikosken tasku P,,65.024746,25.47021,2,,0,,Europe/Helsinki
120410,1651,Järvitie E,,65.084441,25.69891,3,,0,,Europe/Helsinki
186023,3305,Pomolantie E,,65.219337,25.300474,3,,0,,Europe/Helsinki
120706,2004,Laanilan koulu P,,65.02437,25.520208,2,,0,,Europe/Helsinki
148249,2136,Holtinkylä P,,65.003954,25.724711,3,,0,,Europe/Helsinki
184171,3218,Vaarankatu,,65.01117600000002,25.476692,1,,0,,Europe/Helsinki
121054,2444,Tiaisrinne P,,64.964347,25.555306,2,,0,,Europe/Helsinki
183969,3182,Lähimetsä E,,64.946484,25.570002,2,,0,,Europe/Helsinki
120975,2345,Snellmanintie P,,64.98185,25.496308,2,,0,,Europe/Helsinki
121122,2520,Porttiväylän alikulku E,,64.954803,25.524241,2,,0,,Europe/Helsinki
101578,2601,Kuivalanperä E,,64.936847,25.512898,3,,0,,Europe/Helsinki
120794,2106,Kastellinhäkki E,,65.009464,25.524904,2,,0,,Europe/Helsinki
148477,1537,Häli E,,65.12637700000002,25.348899,3,,0,,Europe/Helsinki
98706,2387,Heikkilänkankaan th P,,64.971133,25.613394,2,,0,,Europe/Helsinki
150091,3010,Tulilanton th E,,64.80604700000002,25.705721,4,,0,,Europe/Helsinki
120082,1275,Mustakangas P,,65.224535,25.303091,3,,0,,Europe/Helsinki
189533,2969,Keskustie E,,64.808458,25.989902,4,,0,,Europe/Helsinki
189722,2675,Ritola P,,64.91536600000002,25.821444,3,,0,,Europe/Helsinki
101028,2990,Rantakylän koulu E,,64.814573,25.342178,4,,0,,Europe/Helsinki
120635,1903,Hiidentie,,65.038972,25.49653,2,,0,,Europe/Helsinki
120293,1498,Ukkola E,,65.129286,25.784637,3,,0,,Europe/Helsinki
101264,1881,Saviharju P,,65.03916700000002,25.717721,3,,0,,Europe/Helsinki
120604,1846,Koskela,,65.04679400000002,25.456818,2,,0,,Europe/Helsinki
